"id","name","description","location","status","created_at","updated_at"
"35dc3e90-8679-11e6-bda3-ef77801087ee","Masaya","This is the world's biggest, baddest, most evil volcano.","{11.985318299999999,-86.178342900000004}","OFFLINE","2016-09-29 19:16:23.419+00","2016-10-07 07:43:05.015+00"
